id,first_name,last_name,dob,email,phone,city,state,standing,major
A00714323,Terencio,Artharg,12/27/2001,tarthargde@university.edu,217-612-7189,Springfield,IL,GR,POLI
A00216896,Gratiana,Timmins,02/21/2001,gtimminsdf@university.edu,325-987-6803,Abilene,TX,SO,BSTA
A00367705,Leif,Didball,11/26/1999,ldidballdg@university.edu,832-157-7877,Spring,TX,JR,MCOM
A00965873,Tremain,Colyer,12/06/1998,tcolyerdh@university.edu,213-951-5549,Los Angeles,CA,GR,RADT
A00009566,Ramonda,Matherson,10/24/1995,rmathersondi@university.edu,843-105-2373,Charleston,SC,JR,ASTL
A00571044,Bil,Gerwood,12/18/2001,bgerwooddj@university.edu,330-731-8249,Youngstown,OH,JR,PUBR
A00919378,Opaline,Connachan,02/19/2001,oconnachandk@university.edu,760-346-6889,San Diego,CA,SR,SCED
A00029194,Carole,Robarts,03/30/1996,crobartsdl@university.edu,713-774-2771,Houston,TX,JR,HETH
A00180956,Briney,Jeckell,10/21/2000,bjeckelldm@university.edu,770-800-9602,Atlanta,GA,GR,COBH
A00931213,Vallie,Stubs,11/14/1997,vstubsdn@university.edu,323-607-5975,Los Angeles,CA,SO,ANTH
A00587659,Maxine,Scotchmor,04/05/1999,mscotchmordo@university.edu,785-707-3449,Topeka,KS,FR,SURV
A00395737,Aime,Hastewell,09/22/1995,ahastewelldp@university.edu,215-947-0039,Philadelphia,PA,FR,MCOM
A00551078,Cathleen,Dankersley,10/07/1998,cdankersleydq@university.edu,309-294-2934,Bloomington,IL,FR,PHYT
A00562967,Mycah,Pegg,02/24/1999,mpeggdr@university.edu,571-427-5698,Arlington,VA,GR,MKTG
A00531769,Sloan,O'Dulchonta,09/17/1997,sodulchontads@university.edu,210-158-5389,San Antonio,TX,SR,BSTA
A00184308,Ellswerth,Harbron,08/21/1997,eharbrondt@university.edu,407-549-1421,Orlando,FL,FR,GREK
A00084419,Rosamund,Lievesley,11/26/2000,rlievesleydu@university.edu,901-557-1868,Memphis,TN,SO,COBH
A00978326,Pris,Challinor,02/21/2002,pchallinordv@university.edu,816-688-8155,Kansas City,MO,SR,FNCE
A00033873,Janaye,Ciardo,06/28/1998,jciardodw@university.edu,719-558-7773,Colorado Springs,CO,JR,SPAN
A00487051,Luke,Pirazzi,06/19/1996,lpirazzidx@university.edu,254-603-2520,Waco,TX,JR,MATH
A00190497,Reggi,Hearnes,11/15/2002,rhearnesdy@university.edu,559-523-5265,Fresno,CA,SO,COMP
A00416058,Briano,Maggiore,11/28/2001,bmaggioredz@university.edu,646-850-9822,New York City,NY,GR,LIST
A00822493,Bertie,Rutter,11/02/1997,bruttere0@university.edu,803-592-0779,Aiken,SC,FR,MEDA
A00779491,Wolfgang,Battista,01/02/1987,wbattistae1@university.edu,862-445-7292,Paterson,NJ,GR,STAT
A00382508,Terry,Cassel,07/27/1995,tcassele2@university.edu,504-375-1018,New Orleans,LA,GR,PHYT
A00453333,Sharon,Cleife,05/30/2002,scleifee3@university.edu,727-617-7554,Clearwater,FL,JR,HETH
A00787284,Clyve,Ninnotti,11/10/1998,cninnottie4@university.edu,404-507-6241,Atlanta,GA,JR,ET
A00279936,Brittney,McKearnen,08/04/1999,bmckearnene5@university.edu,520-184-0642,Tucson,AZ,SR,ARTH
A00721991,Vanya,Sorro,09/14/2000,vsorroe6@university.edu,314-137-2693,Saint Louis,MO,SR,CISP
A00406933,Chas,Fendley,12/20/1995,cfendleye7@university.edu,615-201-5131,Nashville,TN,JR,RHSC
A00503810,Dayle,Aronowicz,11/19/1997,daronowicze8@university.edu,203-276-0882,Bridgeport,CT,JR,ELED
A00309137,Joe,Sherme,01/19/2000,jshermee9@university.edu,412-679-2761,Pittsburgh,PA,SO,PSY
A00622746,Eberhard,Donat,12/18/1997,edonatea@university.edu,914-493-7335,White Plains,NY,FR,CJCR
A00534427,Brigit,Hair,12/02/2002,bhaireb@university.edu,623-354-4981,Phoenix,AZ,SO,ASTL
A00859962,Gallagher,Brealey,11/20/1997,gbrealeyec@university.edu,816-956-1399,Kansas City,KS,GR,HDAL
A00865034,Caye,Polak,12/06/1995,cpolaked@university.edu,864-905-3568,Spartanburg,SC,JR,CDST
A00553800,Wolfgang,Yetton,02/25/1995,wyettonee@university.edu,253-739-7653,Tacoma,WA,FR,GEOS
A00139038,Obed,Durante,06/23/1995,oduranteef@university.edu,402-410-5575,Omaha,NE,FR,PHSI
A00618601,Efrem,Darinton,12/15/1997,edarintoneg@university.edu,714-634-3587,Newport Beach,CA,FR,ASLC
A00567195,Nerte,Sharer,02/19/2000,nsharereh@university.edu,415-390-6719,San Francisco,CA,SR,EDCI
A00077879,Ly,Tebboth,01/23/2002,ltebbothei@university.edu,504-968-5703,New Orleans,LA,FR,ADMN
A00147299,Megan,McIlory,01/27/1999,mmciloryej@university.edu,661-247-8403,Burbank,CA,JR,CJCR
A00462813,Domeniga,Lease,05/17/1999,dleaseek@university.edu,712-661-6671,Sioux City,IA,SR,SWRK
A00720366,Charlotta,Solman,08/12/1998,csolmanel@university.edu,209-382-5614,Stockton,CA,SO,ENVH
A00815389,Ewell,Ellings,05/01/1998,eellingsem@university.edu,405-825-6794,Oklahoma City,OK,JR,PBRL
A00116549,Arel,Chrstine,08/23/1997,achrstineen@university.edu,509-408-4990,Spokane,WA,SR,JOUR
A00741763,Calvin,Seine,07/09/1999,cseineeo@university.edu,713-751-1949,Houston,TX,JR,CITC
A00447665,Elisabet,Clohissy,11/25/1999,eclohissyep@university.edu,814-876-0030,Erie,PA,SR,DHYG
A00641429,Fernande,Izhakov,12/21/1997,fizhakoveq@university.edu,704-628-8956,Charlotte,NC,FR,EDFN
A00968544,Caralie,Barfield,07/23/2002,cbarfielder@university.edu,912-282-5107,Savannah,GA,JR,MSDM
A00679856,Adler,Lindroos,01/19/1995,alindrooses@university.edu,702-780-6703,Las Vegas,NV,SR,CISP
A00078009,Keely,Jiruch,07/28/1997,kjiruchet@university.edu,713-823-2952,Houston,TX,SO,MSCI
A00444148,Nahum,Carlisso,09/07/1997,ncarlissoeu@university.edu,972-900-4099,Dallas,TX,SR,JAPN
A00138157,Ina,Goschalk,11/11/2001,igoschalkev@university.edu,213-837-5060,Los Angeles,CA,FR,MDT
A00679891,Livia,Dallin,07/13/1999,ldallinew@university.edu,205-522-1208,Tuscaloosa,AL,FR,MALS
A00071487,Salmon,Heymes,08/22/2001,sheymesex@university.edu,937-815-4994,Dayton,OH,FR,RADT
A00360203,Corrinne,Hellyer,11/22/1999,chellyerey@university.edu,361-869-4785,Corpus Christi,TX,JR,ANTH
A00054739,Harli,Stayt,03/20/1998,hstaytez@university.edu,937-489-5978,Dayton,OH,SR,PMGT
A00519594,Oby,Norledge,01/16/1998,onorledgef0@university.edu,412-249-2745,Pittsburgh,PA,GR,PHYT
A00218661,Piotr,Bonass,02/23/2001,pbonassf1@university.edu,304-665-5781,Morgantown,WV,FR,MKTG
A00646607,Grata,Veale,12/23/1999,gvealef2@university.edu,812-642-3194,Jeffersonville,IN,JR,PHYS
A00196692,Iago,Izkovitz,02/02/1997,iizkovitzf3@university.edu,480-638-9105,Mesa,AZ,JR,GREK
A00530707,Allie,Brazer,10/27/1999,abrazerf4@university.edu,785-583-8485,Topeka,KS,GR,ENVH
A00670558,Dolph,Pasquale,02/05/1999,dpasqualef5@university.edu,910-463-4017,Wilmington,NC,SO,THEA
A00028693,Carlyn,Burdin,10/05/2001,cburdinf6@university.edu,602-415-2716,Phoenix,AZ,FR,MRCH
A00779363,Carlin,Gregoratti,04/12/1997,cgregorattif7@university.edu,313-610-4734,Detroit,MI,FR,NRSE
A00244571,Saree,Tenant,08/20/2001,stenantf8@university.edu,808-602-0068,Honolulu,HI,SO,AMBA
A00382863,Etty,Allewell,03/28/1998,eallewellf9@university.edu,765-647-9676,Lafayette,IN,JR,ACCT
A00720363,Manfred,Hazelhurst,11/24/1998,mhazelhurstfa@university.edu,407-116-0968,Orlando,FL,GR,MRCH
A00866413,Arabel,Krimmer,11/26/2001,akrimmerfb@university.edu,312-525-4728,Chicago,IL,SO,ELPA
A00093944,Archibold,Stiven,10/25/1996,astivenfc@university.edu,616-184-1017,Grand Rapids,MI,JR,DANC
A00203753,Vasily,Huygens,05/15/1998,vhuygensfd@university.edu,202-948-3986,Washington,DC,SO,ELED
A00545162,Saundra,Hort,01/30/2000,shortfe@university.edu,682-709-8995,Fort Worth,TX,JR,MEDA
A00382207,Leland,Pennazzi,07/24/2002,lpennazziff@university.edu,407-311-6735,Winter Haven,FL,SO,PHYS
A00117770,Vernon,Skyner,10/13/1995,vskynerfg@university.edu,309-414-1781,Carol Stream,IL,SR,EDU
A00060913,Jorry,Rockall,12/30/2001,jrockallfh@university.edu,918-442-1159,Tulsa,OK,FR,MATH
A00077285,Susette,Windas,06/09/2000,swindasfi@university.edu,808-163-1603,Honolulu,HI,GR,PSYC
A00564741,Anica,Braime,01/21/1998,abraimefj@university.edu,954-492-6271,Miami,FL,FR,MGMT
A00633091,Serene,Childs,02/21/1999,schildsfk@university.edu,212-152-6465,New York City,NY,JR,LDSP
A00304656,Wernher,Drydale,11/15/1997,wdrydalefl@university.edu,817-620-0693,Fort Worth,TX,GR,ECED
A00542122,Nataniel,Wagenen,03/26/1998,nwagenenfm@university.edu,813-206-1196,Tampa,FL,FR,ECED
A00529200,Dorie,Andriessen,06/13/1995,dandriessenfn@university.edu,253-169-1678,Olympia,WA,FR,BIOC
A00306704,Belinda,Dahlborg,07/07/1996,bdahlborgfo@university.edu,850-625-6997,Tallahassee,FL,SO,HLSC
A00253128,Marleen,Daws,06/18/2000,mdawsfp@university.edu,240-619-2798,Frederick,MD,JR,LANG
A00760132,Merlina,Letty,12/01/1997,mlettyfq@university.edu,515-396-6152,Des Moines,IA,GR,RTVF
A00282104,Ross,Coling,03/04/1999,rcolingfr@university.edu,217-157-1501,Decatur,IL,GR,TEAS
A00045246,Ravid,Kemmett,06/28/1997,rkemmettfs@university.edu,856-314-5859,Camden,NJ,GR,ACCT
A00686821,Dicky,Doornbos,11/25/2001,ddoornbosft@university.edu,804-907-6857,Richmond,VA,FR,ENGR
A00396267,Ruy,Bolus,12/25/1995,rbolusfu@university.edu,212-378-6911,New York City,NY,SO,ENVH
A00648945,Arabel,Alder,10/24/1998,aalderfv@university.edu,513-247-1484,Cincinnati,OH,SR,COMP
A00653685,Cindra,Popov,04/20/1997,cpopovfw@university.edu,678-979-2772,Lawrenceville,GA,SR,SW
A00336995,Hazel,Mathelin,12/13/1995,hmathelinfx@university.edu,203-573-1853,Fairfield,CT,FR,COM
A00899814,Candie,Schollick,11/12/1999,cschollickfy@university.edu,646-252-9108,Brooklyn,NY,GR,COBH
A00320570,Abba,Shutte,11/25/2000,ashuttefz@university.edu,910-441-9815,Wilmington,NC,JR,EPID
A00928008,Lothario,Facher,11/04/2001,lfacherg0@university.edu,757-965-0832,Hampton,VA,GR,RADT
A00825764,Robinetta,Greenleaf,06/29/1998,rgreenleafg1@university.edu,703-449-7332,Silver Spring,MD,SR,SWRK
A00066982,Waneta,Sivills,10/05/1996,wsivillsg2@university.edu,941-390-2056,Sarasota,FL,JR,ENVS
A00151585,Wandie,Lapides,09/09/1995,wlapidesg3@university.edu,515-749-2166,Des Moines,IA,SR,ENGL
A00551080,Laurie,Cristol,07/23/2002,lcristolg4@university.edu,520-433-2865,Tucson,AZ,SR,TEAS
A00443849,Olin,Rebeiro,04/28/1996,orebeirog5@university.edu,805-290-4900,Santa Barbara,CA,SR,AGRI
A00008576,Trix,Kienle,09/08/1999,tkienleg6@university.edu,434-149-5188,Durham,NC,SR,SOC
A00783528,Spencer,Wolford,09/13/1997,swolfordg7@university.edu,617-656-9155,Boston,MA,SO,UNIV
A00797701,Ermina,Phlippsen,01/28/2001,ephlippseng8@university.edu,214-750-8357,Arlington,TX,FR,ET
A00303626,Berti,MacCurlye,07/17/1997,bmaccurlyeg9@university.edu,501-160-0113,North Little Rock,AR,SR,GEOS
A00088386,Ignaz,Burner,05/03/1999,iburnerga@university.edu,646-225-2067,New York City,NY,SR,HUMT
A00519744,Tammi,Chellenham,07/22/1997,tchellenhamgb@university.edu,917-824-8637,New York City,NY,SR,PHYT
A00728460,Sherman,O'Farrell,05/12/1995,sofarrellgc@university.edu,480-387-7529,Chandler,AZ,JR,PADM
A00527558,Garvey,Fagg,09/18/2002,gfagggd@university.edu,718-288-9858,Jamaica,NY,JR,HDAL
A00378596,Gus,Laviste,02/21/2000,glavistege@university.edu,505-350-2227,Albuquerque,NM,SR,SALM
A00153264,Gwyneth,Bartholin,09/13/1998,gbartholingf@university.edu,863-220-8018,Lakeland,FL,GR,PSY
A00953962,Pippa,Merle,06/23/2001,pmerlegg@university.edu,330-944-5877,Warren,OH,GR,PHED
A00941704,Ibrahim,Philpots,08/04/1998,iphilpotsgh@university.edu,410-358-0736,Baltimore,MD,SR,ECON
A00984210,Estrellita,Jeens,01/10/1996,ejeensgi@university.edu,786-567-5724,Miami,FL,GR,PTMA
A00908684,Jarrid,Braemer,06/15/2000,jbraemergj@university.edu,415-708-9448,San Rafael,CA,JR,RADT
A00445355,Mano,Chaundy,06/04/1995,mchaundygk@university.edu,318-853-6693,Shreveport,LA,GR,SOWK
A00681684,Dannel,Wycliff,09/12/1998,dwycliffgl@university.edu,408-681-9535,San Jose,CA,JR,BADM
A00539944,Emilia,Beavors,08/25/1988,ebeavorsgm@university.edu,812-854-7125,Evansville,IN,JR,BIOM
A00011941,Parnell,Pidon,02/12/2002,ppidongn@university.edu,843-139-4865,Charleston,SC,GR,UNIV
A00422628,Yul,Wanstall,12/04/1998,ywanstallgo@university.edu,512-117-4974,Austin,TX,JR,SW
A00740834,Cristine,Vasilevich,12/20/2000,cvasilevichgp@university.edu,217-634-2710,Springfield,IL,FR,FNCE
A00041882,Silvie,Giffin,08/26/2000,sgiffingq@university.edu,989-635-5254,Saginaw,MI,SO,CEE
A00272551,Brent,Picardo,09/30/1995,bpicardogr@university.edu,989-412-3135,Saginaw,MI,JR,MKTG
A00123833,Aubert,Sweedy,02/21/1997,asweedygs@university.edu,972-377-7126,Garland,TX,SO,HUM
A00505928,Errol,Colbourne,04/10/2000,ecolbournegt@university.edu,917-823-7116,Bronx,NY,GR,ECON
A00889685,Wenda,Seyffert,02/08/1999,wseyffertgu@university.edu,407-567-3918,Orlando,FL,FR,BIOL
A00309684,Nicolette,Duckers,08/30/2000,nduckersgv@university.edu,914-843-8464,White Plains,NY,SR,HDAL
A00909680,Petronella,Vell,08/14/1999,pvellgw@university.edu,208-996-0580,Boise,ID,SR,MGMT
A00259216,Ethelind,Bentley,07/25/2000,ebentleygx@university.edu,760-727-6047,Escondido,CA,FR,NTFD
A00792588,Grazia,Local,01/11/1998,glocalgy@university.edu,650-662-1130,Redwood City,CA,SO,ECED
A00330763,Thaine,Bradock,08/17/1997,tbradockgz@university.edu,504-440-7080,New Orleans,LA,GR,GEOS
A00914488,Poul,Harsum,07/09/2000,pharsumh0@university.edu,260-660-5693,Fort Wayne,IN,SR,AVST
A00152903,Frederica,Conry,09/23/1998,fconryh1@university.edu,512-353-1979,Austin,TX,SO,DANC
A00400935,Manya,Spilstead,01/24/1998,mspilsteadh2@university.edu,405-298-5432,Oklahoma City,OK,SR,PADM
A00075587,Sidonia,Priscott,08/13/2002,spriscotth3@university.edu,915-535-3263,El Paso,TX,JR,EDCI
A00825131,Marissa,Surplice,04/03/2001,msurpliceh4@university.edu,330-828-5133,Warren,OH,SO,CHEM
A00195362,Dew,Mila,04/29/2000,dmilah5@university.edu,702-891-9627,Las Vegas,NV,FR,SOC
A00153080,Kane,Olivetti,06/22/1995,kolivettih6@university.edu,502-510-0111,Louisville,KY,SR,MRCH
A00775817,Tara,McCambridge,12/14/1998,tmccambridgeh7@university.edu,210-115-8474,San Antonio,TX,FR,HUMT
A00949777,Solly,Adami,09/14/1996,sadamih8@university.edu,202-557-6678,Washington,DC,JR,SPED
A00083292,Ebenezer,Twells,12/31/1995,etwellsh9@university.edu,571-103-4730,Vienna,VA,GR,PETE
A00945376,Rahel,Santino,01/12/1996,rsantinoha@university.edu,520-869-3467,Tucson,AZ,GR,RHSC
A00727863,Livia,Telford,03/25/1998,ltelfordhb@university.edu,202-192-0235,Washington,DC,FR,MGMT
A00944022,Hillie,Jaquest,05/15/2000,hjaquesthc@university.edu,757-851-2144,Chesapeake,VA,SR,NTFD
A00933630,Kristel,Sysland,06/18/2001,ksyslandhd@university.edu,512-995-2027,Austin,TX,SO,SOAA
A00367364,Selby,Cawston,10/19/1999,scawstonhe@university.edu,412-976-0080,Pittsburgh,PA,JR,MRCH
A00631612,Arvin,Hannigane,10/31/2002,ahanniganehf@university.edu,719-900-7135,Colorado Springs,CO,JR,SOAA
A00266517,Burl,Ronayne,02/28/2000,bronaynehg@university.edu,505-931-1631,Albuquerque,NM,FR,EDCI
A00145058,Chicky,Simmig,05/05/2002,csimmighh@university.edu,813-315-3522,Tampa,FL,FR,EXCH
A00296429,Killy,Habbema,03/26/2001,khabbemahi@university.edu,216-566-3971,Cleveland,OH,JR,CSCI
A00048303,Quintilla,Bugbird,03/23/1995,qbugbirdhj@university.edu,239-857-4767,Naples,FL,SO,UHON
A00958307,Ange,Rosenkranc,09/05/1999,arosenkranchk@university.edu,318-734-9775,Shreveport,LA,JR,HDAL
A00730540,Katalin,Bahia,07/05/2001,kbahiahl@university.edu,765-853-2122,Muncie,IN,SR,ENVH
A00356714,Torie,Bracchi,08/05/2001,tbracchihm@university.edu,706-936-6164,Columbus,GA,FR,ART
A00178229,Leonid,Phelp,02/12/1998,lphelphn@university.edu,954-238-1578,Boca Raton,FL,FR,SCED
A00440530,Sayres,Chilcott,12/23/1998,schilcottho@university.edu,916-776-3652,Sacramento,CA,SR,PSY
A00674823,Natale,Hurch,10/08/1996,nhurchhp@university.edu,860-579-1544,Hartford,CT,SR,GERM
A00853474,Otes,Ewart,08/26/1999,oewarthq@university.edu,818-181-0505,Burbank,CA,GR,ENGL
A00821276,Crista,Emmatt,11/23/1997,cemmatthr@university.edu,217-512-0094,Springfield,IL,SR,MUS
A00999100,Euell,Rois,06/03/2002,eroishs@university.edu,810-227-7950,Flint,MI,JR,ENGR
A00469736,Haley,Tiddeman,05/29/2000,htiddemanht@university.edu,239-419-8637,Naples,FL,GR,HUMT
A00115511,Fanchon,Worthing,05/15/1997,fworthinghu@university.edu,407-122-2633,Orlando,FL,SO,PSYC
A00277685,Roderick,Embleton,03/05/1999,rembletonhv@university.edu,513-529-0460,Cincinnati,OH,SR,LATN
A00329845,Romola,Fuggle,09/10/2002,rfugglehw@university.edu,760-396-1030,Carlsbad,CA,GR,COMM
A00246290,Florella,MacEveley,03/16/2001,fmaceveleyhx@university.edu,408-695-2209,San Jose,CA,FR,DIGM
A00044796,Fidelia,Jurgenson,03/07/1995,fjurgensonhy@university.edu,304-213-6119,Huntington,WV,SR,ANTH
A00882085,Tish,Gooley,09/02/1998,tgooleyhz@university.edu,509-503-1260,Yakima,WA,SR,CBAT
A00186762,Randolph,Matteoni,11/14/2002,rmatteonii0@university.edu,520-147-5015,Tucson,AZ,GR,GERM
A00107498,Hermine,Jope,12/25/2001,hjopei1@university.edu,410-638-4247,Baltimore,MD,JR,AMBA
A00519638,Forest,Whittleton,04/19/1999,fwhittletoni2@university.edu,304-666-4909,Charleston,WV,JR,MUSC
A00938007,Glendon,Littrick,06/13/1995,glittricki3@university.edu,213-822-0199,Los Angeles,CA,FR,HLSC
A00039692,Wilbur,Ville,07/13/2000,wvillei4@university.edu,626-961-6012,Pasadena,CA,SO,HSRV
A00987194,Kalle,Dunlap,03/11/1996,kdunlapi5@university.edu,520-462-7888,Tucson,AZ,GR,SOCI
A00942946,Sergio,Dermot,10/25/1995,sdermoti6@university.edu,513-580-3651,Cincinnati,OH,FR,LIST
A00535415,Osborn,Filippazzo,05/27/1998,ofilippazzoi7@university.edu,847-169-8644,Palatine,IL,FR,SCED
A00555044,Louis,Feathersby,04/25/1997,lfeathersbyi8@university.edu,269-707-6524,Kalamazoo,MI,SR,CJCR
A00584417,Vivienne,Liddard,08/14/1995,vliddardi9@university.edu,234-661-3692,Akron,OH,FR,MSCI
A00350196,Irena,Greville,04/26/2000,igrevilleia@university.edu,573-217-6786,Columbia,MO,JR,MSCI
A00208106,Tedi,Sheddan,02/09/1995,tsheddanib@university.edu,407-118-7815,Kissimmee,FL,SR,THEA
A00016206,Meridith,Chasteney,03/29/1998,mchasteneyic@university.edu,760-392-3631,Huntington Beach,CA,SR,CJCR
A00995323,Vladimir,Boots,07/05/2002,vbootsid@university.edu,309-186-1635,Peoria,IL,GR,RELI
A00111622,Nollie,Durie,02/21/1996,ndurieie@university.edu,610-186-0736,Reading,PA,GR,BIOC
A00577060,Keene,Scay,03/13/1995,kscayif@university.edu,253-443-3658,Tacoma,WA,SO,JOUR
A00402531,Cornell,Bithell,08/10/1996,cbithellig@university.edu,801-152-7335,Salt Lake City,UT,SR,TEAE
A00183741,Nata,Sorley,12/14/2000,nsorleyih@university.edu,202-727-8783,Washington,DC,GR,AFAM
A00756078,Lisle,Tortoishell,08/20/1998,ltortoishellii@university.edu,713-828-3963,Spring,TX,JR,EXCH
A00814411,Bennie,Davidowsky,06/03/1998,bdavidowskyij@university.edu,513-656-9483,Cincinnati,OH,GR,SPAN
A00675936,Erastus,Luxon,05/25/1997,eluxonik@university.edu,501-663-5497,Hot Springs National Park,AR,GR,GSLD
A00196474,Eimile,Louys,04/19/2000,elouysil@university.edu,281-438-6130,Spring,TX,GR,EXCH
A00242496,John,Sandal,02/06/1999,jsandalim@university.edu,216-712-3512,Cleveland,OH,SR,EDCI
A00586470,Rickey,Terbrugge,06/29/2000,rterbruggein@university.edu,630-397-2542,Aurora,IL,FR,WEBT
A00717454,Kippie,Feldstern,01/23/2002,kfeldsternio@university.edu,321-856-3957,Melbourne,FL,GR,PADM
A00249420,Felita,Galletly,02/13/1995,fgalletlyip@university.edu,330-604-6913,Akron,OH,FR,RTVF
A00686300,Mozes,Impson,03/16/1999,mimpsoniq@university.edu,425-173-5735,Seattle,WA,SO,GEOL
A00522812,Jaime,Shoebotham,09/01/1997,jshoebothamir@university.edu,816-987-6709,Independence,MO,SO,EDAD
A00325777,Bessy,Allom,08/28/1999,ballomis@university.edu,615-834-4346,Nashville,TN,JR,ARTA
A00502308,Fancie,Fountian,06/24/1996,ffountianit@university.edu,505-184-0880,Santa Fe,NM,SR,STOR
A00312623,Hazel,Boorman,05/05/2001,hboormaniu@university.edu,864-407-8820,Anderson,SC,GR,DANC
A00855874,Idelle,Moakler,02/05/1986,imoakleriv@university.edu,814-830-8161,Erie,PA,JR,UNIV
A00208480,Olvan,Ayto,12/03/2000,oaytoiw@university.edu,405-639-5970,Oklahoma City,OK,SO,CUAI
A00424838,Ethelin,Nyssens,08/09/1999,enyssensix@university.edu,559-323-8259,Fresno,CA,JR,ACCT
A00313674,Krispin,Yukhnevich,01/05/1997,kyukhnevichiy@university.edu,410-299-2156,Baltimore,MD,FR,DHYG
A00568892,Kylynn,Bunstone,12/26/1995,kbunstoneiz@university.edu,770-804-4211,Marietta,GA,GR,ARTH
A00423672,Janie,Eberlein,12/15/2001,jeberleinj0@university.edu,510-629-5623,Berkeley,CA,FR,TEAS
A00337645,Davita,Sieur,11/08/1999,dsieurj1@university.edu,808-312-4039,Honolulu,HI,JR,STAT
A00371938,Charmion,Dreger,07/13/1996,cdregerj2@university.edu,304-347-4451,Charleston,WV,SO,CSCI
A00665611,Sigrid,Kasper,09/06/1999,skasperj3@university.edu,336-348-9796,Greensboro,NC,GR,ET
A00442449,Packston,Nozzolii,03/03/1998,pnozzoliij4@university.edu,714-137-6350,San Jose,CA,GR,BIOL
A00465613,Ted,Dmitrievski,07/03/2000,tdmitrievskij5@university.edu,804-393-4675,Richmond,VA,GR,LIST
A00693898,Crawford,Szreter,02/04/1996,cszreterj6@university.edu,951-960-1007,Corona,CA,JR,CSCI
A00812323,Charles,McGettigan,01/12/1998,cmcgettiganj7@university.edu,512-280-1213,Austin,TX,JR,THEA
A00235294,Lilias,Reidie,05/18/1999,lreidiej8@university.edu,716-170-6695,Buffalo,NY,JR,EXCH
A00564203,Shelley,Rolstone,01/05/1997,srolstonej9@university.edu,909-166-4412,Pomona,CA,JR,CHEM
A00051462,Crystie,Rosenblum,11/07/1997,crosenblumja@university.edu,713-107-9556,Houston,TX,GR,BMGT
A00209365,Ramsay,Maryska,12/01/1997,rmaryskajb@university.edu,702-316-1553,Las Vegas,NV,GR,EDU
A00302591,Derward,Gurko,10/14/2001,dgurkojc@university.edu,910-186-5158,Fayetteville,NC,JR,DIGM
A00889293,Reed,Beetham,10/19/2002,rbeethamjd@university.edu,414-462-6921,Milwaukee,WI,JR,SPAN
A00497844,Dean,Coopper,03/21/1998,dcoopperje@university.edu,205-760-7512,Birmingham,AL,SR,ARTH
A00744671,Alex,Couldwell,01/09/1995,acouldwelljf@university.edu,626-586-4098,Alhambra,CA,GR,ECE
A00482845,Chrissy,Martinelli,02/28/1997,cmartinellijg@university.edu,303-507-2114,Englewood,CO,SR,CEE
A00779458,Gwynne,Stanbro,05/28/1997,gstanbrojh@university.edu,518-276-7077,Albany,NY,FR,MUS
A00984370,Cleopatra,Lovewell,11/27/2000,clovewellji@university.edu,803-216-3770,Columbia,SC,SO,PHSI
A00117689,Juliana,Adnet,05/04/1995,jadnetjj@university.edu,775-868-1624,Reno,NV,SO,ENVH
A00221652,Hildy,Magson,09/13/1995,hmagsonjk@university.edu,309-787-1377,Peoria,IL,SR,CHEM
A00415703,Davide,Ahmad,02/07/1999,dahmadjl@university.edu,317-736-3616,Indianapolis,IN,SO,EPID
A00055548,Alyssa,Bowers,05/26/1995,abowersjm@university.edu,813-475-3153,Tampa,FL,SR,GEOS
A00876000,Alair,Pitceathly,02/03/2000,apitceathlyjn@university.edu,508-615-8072,Worcester,MA,GR,SALM
A00142050,Sheffy,Romaine,06/04/2000,sromainejo@university.edu,916-404-8124,Sacramento,CA,FR,PMGT
A00088538,Archie,Redgewell,07/01/2001,aredgewelljp@university.edu,972-178-6275,Dallas,TX,JR,RTVF
A00963200,Wernher,Hobson,07/08/1998,whobsonjq@university.edu,847-263-3230,Evanston,IL,SR,WEB
A00190753,Silvie,Kalkofen,07/05/1997,skalkofenjr@university.edu,509-138-6382,Spokane,WA,SR,GRAD
A00189300,Mikey,Elnor,09/22/2001,melnorjs@university.edu,510-117-8912,Oakland,CA,GR,CJA
A00730266,Ive,Donlon,03/22/2002,idonlonjt@university.edu,361-927-6085,Corpus Christi,TX,GR,FREN
A00972553,Shandy,Itscowics,11/05/1997,sitscowicsju@university.edu,801-834-6772,Salt Lake City,UT,SR,NTFD
A00628497,Kenton,Kepp,02/22/1997,kkeppjv@university.edu,757-306-9709,Richmond,VA,FR,LATN
A00709020,Katlin,Sawrey,01/01/1997,ksawreyjw@university.edu,617-235-1098,Boston,MA,JR,BSTA
A00072994,Christi,Boniface,02/28/1996,cbonifacejx@university.edu,714-818-8384,San Jose,CA,FR,SPAN
A00938462,Joella,McKilroe,02/03/2000,jmckilroejy@university.edu,480-304-4860,Scottsdale,AZ,FR,CHEM
A00092778,Prentiss,Van Niekerk,07/17/1998,pvanniekerkjz@university.edu,678-198-7951,Atlanta,GA,GR,JAPN
A00862952,Hakim,Munks,03/26/1998,hmunksk0@university.edu,786-139-1976,Miami,FL,SR,RELI
A00040564,Zeb,Hastings,02/11/2000,zhastingsk1@university.edu,504-682-9666,New Orleans,LA,SO,MUSC
A00691830,Nicky,Strotone,09/11/1995,nstrotonek2@university.edu,571-940-0213,Falls Church,VA,SO,WEBT
A00621274,Gallard,Fasson,05/15/1997,gfassonk3@university.edu,713-795-9537,Houston,TX,FR,GEOG
